   0.000000	              inf
   1.000000	              inf
   2.000000	              inf
   3.000000	              inf
   4.000000	              inf
   5.000000	              inf
   6.000000	              inf
   7.000000	              inf
   8.000000	              inf
   9.000000	              inf
  10.000000	              inf
  11.000000	              inf
  12.000000	              inf
  13.000000	              inf
  14.000000	              inf
  15.000000	              inf
  16.000000	              inf
  17.000000	              inf
  18.000000	              inf
  19.000000	              inf
  20.000000	              inf
  21.000000	              inf
  22.000000	              inf
  23.000000	              inf
  24.000000	              inf
  25.000000	              inf
  26.000000	              inf
  27.000000	              inf
  28.000000	              inf
  29.000000	              inf
  30.000000	              inf
  31.000000	              inf
  32.000000	              inf
  33.000000	              inf
  34.000000	              inf
  35.000000	              inf
  36.000000	              inf
  37.000000	              inf
  38.000000	              inf
  39.000000	              inf
  40.000000	              inf
  41.000000	              inf
  42.000000	              inf
  43.000000	              inf
  44.000000	              inf
  45.000000	              inf
  46.000000	              inf
  47.000000	              inf
  48.000000	              inf
  49.000000	              inf
  50.000000	              inf
  51.000000	              inf
  52.000000	              inf
  53.000000	              inf
  54.000000	              inf
  55.000000	              inf
  56.000000	              inf
  57.000000	              inf
  58.000000	              inf
  59.000000	              inf
  60.000000	              inf
  61.000000	              inf
  62.000000	              inf
  63.000000	              inf
  64.000000	              inf
  65.000000	              inf
  66.000000	              inf
  67.000000	              inf
  68.000000	              inf
  69.000000	              inf
  70.000000	              inf
  71.000000	              inf
  72.000000	              inf
  73.000000	              inf
  74.000000	              inf
  75.000000	              inf
  76.000000	              inf
  77.000000	              inf
  78.000000	              inf
  79.000000	              inf
  80.000000	              inf
  81.000000	              inf
  82.000000	              inf
  83.000000	              inf
  84.000000	              inf
  85.000000	              inf
  86.000000	              inf
  87.000000	              inf
  88.000000	              inf
  89.000000	              inf
  90.000000	              inf
  91.000000	              inf
  92.000000	              inf
  93.000000	              inf
  94.000000	              inf
  95.000000	              inf
  96.000000	              inf
  97.000000	              inf
  98.000000	              inf
  99.000000	              inf
 100.000000	              inf
